tweetid	tweet	tokens	langid	sentiment
1550	Tour de France Newsletter Template for Microsoft Word & Adobe InDesign, Download Now | http://t.co/j84kT3KPch http://t.co/LaO6qpO3hj via	['Tour', 'de', 'France', 'Newsletter', 'Template', 'for', 'Microsoft', 'Word', '&', 'Adobe', 'InDesign', ',', 'Download', 'Now', '|', 'http://t.co/j84kT3KPch', 'http://t.co/LaO6qpO3hj', 'via']	['lang1', 'lang2', 'ne', 'lang1', 'lang1', 'lang1', 'ne', 'lang1', 'other', 'ne', 'ne', 'other', 'lang1', 'lang1', 'other', 'other', 'other', 'lang2']	positive
1551	@clarapablo risa n shine 2 u 2.  #iamteamobama. Love u.	['@clarapablo', 'risa', 'n', 'shine', '2', 'u', '2', '.', '#iamteamobama', '.', 'Love', 'u', '.']	['other', 'lang2', 'lang1', 'lang1', 'other', 'lang1', 'other', 'other', 'lang1', 'other', 'lang1', 'lang1', 'other']	positive
1552	RT @fvlixm: El eye contact es otra cosa.	['RT', '@fvlixm', ':', 'El', 'eye', 'contact', 'es', 'otra', 'cosa', '.']	['other', 'other', 'other', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'other']	positive
1553	COD BLACK OPS 3 ZOMBIES EPIC RAP | KRONNO ZOMBER ft. Cryptic Wisdom | ( ... https://t.co/YpeEp6yQqq vía @YouTube	['COD', 'BLACK', 'OPS', '3', 'ZOMBIES', 'EPIC', 'RAP', '|', 'KRONNO', 'ZOMBER', 'ft', '.', 'Cryptic', 'Wisdom', '|', '(', '..', '.', 'https://t.co/YpeEp6yQqq', 'vía', '@YouTube']	['ne', 'ne', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'lang1', 'other', 'lang1', 'lang1', 'other', 'other', 'other', 'other', 'other', 'lang2', 'other']	positive
1554	@babigauchaa odio no poder darle retweet a tus tweets https://t.co/87kHxDadJy	['@babigauchaa', 'odio', 'no', 'poder', 'darle', 'retweet', 'a', 'tus', 'tweets', 'https://t.co/87kHxDadJy']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang1', 'other']	negative
1555	RT @alexandrarosado: Yyyyyy que comience el stress	['RT', '@alexandrarosado', ':', 'Yyyyyy', 'que', 'comience', 'el', 'stress']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	positive
1556	El cabron ni se movio..obviamente van a meter goal	['El', 'cabron', 'ni', 'se', 'movio', '..', 'obviamente', 'van', 'a', 'meter', 'goal']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	negative
1557	RT @_sandraaherrera: Yo no se cual es el show de txtear primero, si tengo que aclarar algo o me dieron ganas de hablarle le escribo. No se …	['RT', '@_sandraaherrera', ':', 'Yo', 'no', 'se', 'cual', 'es', 'el', 'show', 'de', 'txtear', 'primero', ',', 'si', 'tengo', 'que', 'aclarar', 'algo', 'o', 'me', 'dieron', 'ganas', 'de', 'hablarle', 'le', 'escribo', '.', 'No', 'se', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other']	positive
1558	Al final me gana el sueño! gracias por estar siempre ahí! Buenas noches Zombers, que descanséis! ^^ Z4E!	['Al', 'final', 'me', 'gana', 'el', 'sueño', '!', 'gracias', 'por', 'estar', 'siempre', 'ahí', '!', 'Buenas', 'noches', 'Zombers', ',', 'que', 'descanséis', '!', '^^', 'Z4E', '!']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'other', 'other', 'other', 'other']	positive
1559	RT @Danyfn119: No he hecho las tareas y no he estudiado #SeniorLife	['RT', '@Danyfn119', ':', 'No', 'he', 'hecho', 'las', 'tareas', 'y', 'no', 'he', 'estudiado', '#SeniorLife']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	negative
1560	Spotify premium me da vida	['Spotify', 'premium', 'me', 'da', 'vida']	['ne', 'lang1', 'lang2', 'lang2', 'lang2']	positive
1561	Ha estado lloviendo todos los días de verano wtf	['Ha', 'estado', 'lloviendo', 'todos', 'los', 'días', 'de', 'verano', 'wtf']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	positive
1562	Chiffon long sleeve blouse💙 💙blusa de chiffon manga larga *NEW Un poquito más de lo nuevo... http://t.co/6D0EpXVMJ4	['Chiffon', 'long', 'sleeve', 'blouse', '💙', '💙', 'blusa', 'de', 'chiffon', 'manga', 'larga', '*', 'NEW', 'Un', 'poquito', 'más', 'de', 'lo', 'nuevo', '..', '.', 'http://t.co/6D0EpXVMJ4']	['lang1', 'lang1', 'lang1', 'lang1', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other']	positive
1563	RT @CastroJohn008: Soy una persona que mientras mas knowledge tengo mas quiero y busco la manera de obtenerlo así sea solo.	['RT', '@CastroJohn008', ':', 'Soy', 'una', 'persona', 'que', 'mientras', 'mas', 'knowledge', 'tengo', 'mas', 'quiero', 'y', 'busco', 'la', 'manera', 'de', 'obtenerlo', 'así', 'sea', 'solo', '.']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1564	RT @TGNSpanish: ¡SORTEAMOS BLACK OPS 3 y BATTLEFRONT! #RT y follow a @Kronnomc y @TGNSpanish https://t.co/ooZEd1GVOh ¡Buena suerte!	['RT', '@TGNSpanish', ':', '¡', 'SORTEAMOS', 'BLACK', 'OPS', '3', 'y', 'BATTLEFRONT', '!', '#RT', 'y', 'follow', 'a', '@Kronnomc', 'y', '@TGNSpanish', 'https://t.co/ooZEd1GVOh', '¡', 'Buena', 'suerte', '!']	['other', 'other', 'other', 'other', 'lang2', 'lang1', 'ne', 'other', 'lang2', 'ne', 'other', 'lang1', 'lang2', 'lang1', 'lang2', 'other', 'lang2', 'other', 'other', 'other', 'lang2', 'lang2', 'other']	positive
1565	el martes estuviese cabron que nos cojan de pendejas digan que la mono no es para el martes april fools jajajaja me tiro del tercer piso	['el', 'martes', 'estuviese', 'cabron', 'que', 'nos', 'cojan', 'de', 'pendejas', 'digan', 'que', 'la', 'mono', 'no', 'es', 'para', 'el', 'martes', 'april', 'fools', 'jajajaja', 'me', 'tiro', 'del', 'tercer', 'piso']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	positive
1566	Que struggle es no saber que comer	['Que', 'struggle', 'es', 'no', 'saber', 'que', 'comer']	['lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	neutral
1567	RT @virgenmaria_: Cuando veo a mi crush: https://t.co/oysMEQKP3K	['RT', '@virgenmaria_', ':', 'Cuando', 'veo', 'a', 'mi', 'crush', ':', 'https://t.co/oysMEQKP3K']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other']	positive
1568	RT @alexandralopch: me basta con ver el post una vez, no te des mention para que salga de nuevo plis que no me interesa gracias	['RT', '@alexandralopch', ':', 'me', 'basta', 'con', 'ver', 'el', 'post', 'una', 'vez', ',', 'no', 'te', 'des', 'mention', 'para', 'que', 'salga', 'de', 'nuevo', 'plis', 'que', 'no', 'me', 'interesa', 'gracias']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	negative
1569	CONCIERTO Y QUEDADA KRONNO ZOMBER, NERY GODOY Y DJ FRED https://t.co/SEWCwjOQr9 vía @YouTube	['CONCIERTO', 'Y', 'QUEDADA', 'KRONNO', 'ZOMBER', ',', 'NERY', 'GODOY', 'Y', 'DJ', 'FRED', 'https://t.co/SEWCwjOQr9', 'vía', '@YouTube']	['lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'ne', 'ne', 'lang2', 'lang2', 'ne', 'other', 'lang2', 'other']	positive
1570	RT @mostazaloca: Fast forward a mayo plis	['RT', '@mostazaloca', ':', 'Fast', 'forward', 'a', 'mayo', 'plis']	['other', 'other', 'other', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2']	positive
1571	@j_enrique93 diablooo que partyyyyyy 🙌🏼🙌🏼 yas baby yasss	['@j_enrique93', 'diablooo', 'que', 'partyyyyyy', '🙌🏼🙌🏼', 'yas', 'baby', 'yasss']	['other', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang1', 'lang1']	positive
1572	Llegó el día tan esperado para esta persona (que mucho jodiste), 22 de agosto por fin! Esther, happy… https://t.co/bsoj1z5UaX	['Llegó', 'el', 'día', 'tan', 'esperado', 'para', 'esta', 'persona', '(', 'que', 'mucho', 'jodiste', ')', ',', '22', 'de', 'agosto', 'por', 'fin', '!', 'Esther', ',', 'happy', '…', 'https://t.co/bsoj1z5UaX']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'ne', 'other', 'lang1', 'other', 'other']	positive
1573	Ajjaja , @hectorelcrack no dirás lo mismo cuando un dia de estos te carrilee a global ofensive! XD	['Ajjaja', ',', '@hectorelcrack', 'no', 'dirás', 'lo', 'mismo', 'cuando', 'un', 'dia', 'de', 'estos', 'te', 'carrilee', 'a', 'global', 'ofensive', '!', 'XD']	['lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other']	positive
1574	RT @ReynaldoXD: Existen 4 tipos de fav: -Me gusta tu tweet -Me gustas tu  -Ese es para mi -Ya te vi que andas lanzando indirectas	['RT', '@ReynaldoXD', ':', 'Existen', '4', 'tipos', 'de', 'fav', ':', '-Me', 'gusta', 'tu', 'tweet', '-Me', 'gustas', 'tu', '-Ese', 'es', 'para', 'mi', '-Ya', 'te', 'vi', 'que', 'andas', 'lanzando', 'indirectas']	['other', 'other', 'other', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	neutral
1575	RT @KatiaLisob: Me encanta ver jugar a @kronnomc al Rocket League jajaja #player #cars https://t.co/YGUoNxOL0C	['RT', '@KatiaLisob', ':', 'Me', 'encanta', 'ver', 'jugar', 'a', '@kronnomc', 'al', 'Rocket', 'League', 'jajaja', '#player', '#cars', 'https://t.co/YGUoNxOL0C']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang1', 'lang1', 'lang2', 'lang1', 'lang1', 'other']	positive
1576	JAJAJAJJAKAKAKAKA LIT https://t.co/B0T06ummxk	['JAJAJAJJAKAKAKAKA', 'LIT', 'https://t.co/B0T06ummxk']	['lang2', 'lang1', 'other']	positive
1577	En Boca Cerrada, No entran Moscas..... Feluz Miercoles de #Quote enviame el tuyo con el #Hashtag… http://t.co/RpSD1gG2ya	['En', 'Boca', 'Cerrada', ',', 'No', 'entran', 'Moscas', '..', '..', '.', 'Feluz', 'Miercoles', 'de', '#Quote', 'enviame', 'el', 'tuyo', 'con', 'el', '#Hashtag', '…', 'http://t.co/RpSD1gG2ya']	['lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	neutral
1578	A ver zombers estoy despierto porque estaba editando el banner de mi twittah :D ajaja que por cierto ¿ que os parece? ¿ os gusta ? XD	['A', 'ver', 'zombers', 'estoy', 'despierto', 'porque', 'estaba', 'editando', 'el', 'banner', 'de', 'mi', 'twittah', ':D', 'ajaja', 'que', 'por', 'cierto', '¿', 'que', 'os', 'parece', '?', '¿', 'os', 'gusta', '?', 'XD']	['lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'other', 'other']	positive
1579	Look de viernes! Atrevete a usar collares x afuera de la camisa que contrasten #Angieestilo http://t.co/74Xu1j0W	['Look', 'de', 'viernes', '!', 'Atrevete', 'a', 'usar', 'collares', 'x', 'afuera', 'de', 'la', 'camisa', 'que', 'contrasten', '#Angieestilo', 'http://t.co/74Xu1j0W']	['lang1', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1580	#elvacilondelagatita #quotes https://t.co/ascfc30idZ	['#elvacilondelagatita', '#quotes', 'https://t.co/ascfc30idZ']	['lang2', 'lang1', 'other']	neutral
1581	Ah y solo para que sepan el episodio de Scandal estuvo muy cabrón okay byeeee	['Ah', 'y', 'solo', 'para', 'que', 'sepan', 'el', 'episodio', 'de', 'Scandal', 'estuvo', 'muy', 'cabrón', 'okay', 'byeeee']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1']	positive
1582	RT @Ubisoft_Spain: @Kronnomc olvidado queda 😌 esperamos con ganas tu RAP sobre The Division! Si quieres unos goodies para el vídeo dinos 😁😁😁	['RT', '@Ubisoft_Spain', ':', '@Kronnomc', 'olvidado', 'queda', '😌', 'esperamos', 'con', 'ganas', 'tu', 'RAP', 'sobre', 'The', 'Division', '!', 'Si', 'quieres', 'unos', 'goodies', 'para', 'el', 'vídeo', 'dinos', '😁😁😁']	['other', 'other', 'other', 'other', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other']	positive
1583	TBT junto a una mujer a quien admiro y se a ganado mi cariño y confianza... https://t.co/t7YOUOLQvP	['TBT', 'junto', 'a', 'una', 'mujer', 'a', 'quien', 'admiro', 'y', 'se', 'a', 'ganado', 'mi', 'cariño', 'y', 'confianza', '..', '.', 'https://t.co/t7YOUOLQvP']	['lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other']	positive
1584	Me ha gustado un vídeo de @YouTube de @kronnomc (http://t.co/ZAVofiYzST - COD BLACK OPS 3 VS BATTLEFRONT - CYCLO & KRONNO ZOMBER	['Me', 'ha', 'gustado', 'un', 'vídeo', 'de', '@YouTube', 'de', '@kronnomc', '(', 'http://t.co/ZAVofiYzST', '-', 'COD', 'BLACK', 'OPS', '3', 'VS', 'BATTLEFRONT', '-', 'CYCLO', '&', 'KRONNO', 'ZOMBER']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other', 'other', 'other', 'other', 'ne', 'lang1', 'lang1', 'other', 'lang1', 'ne', 'other', 'ne', 'other', 'lang1', 'lang1']	positive
1585	@claudia_bea103 jajajajajja shut up im famous! jajajaja siiii	['@claudia_bea103', 'jajajajajja', 'shut', 'up', 'im', 'famous', '!', 'jajajaja', 'siiii']	['other', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'lang2']	negative
1586	Lo Nuevo de #DunkinDonuts Bacon Guacamole Flatbread....   #elvacilondelaGatita https://t.co/NqYPPkomY2	['Lo', 'Nuevo', 'de', '#DunkinDonuts', 'Bacon', 'Guacamole', 'Flatbread', '..', '..', '#elvacilondelaGatita', 'https://t.co/NqYPPkomY2']	['lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang2', 'lang1', 'other', 'other', 'lang2', 'other']	positive
1587	RT @adrianaxdiaz: No te dejes llevar por mis tweets que terminas perdiendo	['RT', '@adrianaxdiaz', ':', 'No', 'te', 'dejes', 'llevar', 'por', 'mis', 'tweets', 'que', 'terminas', 'perdiendo']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2']	positive
1588	RT @PiffyMusic: Vamos Apoyar a @teamlagatita  ! Y Dale REPOST en Tu Pagina  Miami New Times esta eligiendo lo mejor… https://t.co/3cKqJJPKle	['RT', '@PiffyMusic', ':', 'Vamos', 'Apoyar', 'a', '@teamlagatita', '!', 'Y', 'Dale', 'REPOST', 'en', 'Tu', 'Pagina', 'Miami', 'New', 'Times', 'esta', 'eligiendo', 'lo', 'mejor', '…', 'https://t.co/3cKqJJPKle']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'ne', 'lang1', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1589	En fin, mejor me callo... XD voy a seguir con ZOMBER GIRL! Y a comenzar con el video! Que ilu!	['En', 'fin', ',', 'mejor', 'me', 'callo', '..', '.', 'XD', 'voy', 'a', 'seguir', 'con', 'ZOMBER', 'GIRL', '!', 'Y', 'a', 'comenzar', 'con', 'el', 'video', '!', 'Que', 'ilu', '!']	['lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'other']	positive
1590	RT @xodenmit: por eso se quedan en read jajajaj https://t.co/yEevVMxmin	['RT', '@xodenmit', ':', 'por', 'eso', 'se', 'quedan', 'en', 'read', 'jajajaj', 'https://t.co/yEevVMxmin']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'other']	positive
1591	RT @Valeria_denada: Mente necesito que aguantes un mes más porfa, focus.	['RT', '@Valeria_denada', ':', 'Mente', 'necesito', 'que', 'aguantes', 'un', 'mes', 'más', 'porfa', ',', 'focus', '.']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'other']	positive
1592	RT @beatrizmiami: Hoy @YSEA #participantes @TelemundoFansM @Telemundo @macduggal @pinedacovalin @CloverCanyon @Versace @AdriannaPapell #sty…	['RT', '@beatrizmiami', ':', 'Hoy', '@YSEA', '#participantes', '@TelemundoFansM', '@Telemundo', '@macduggal', '@pinedacovalin', '@CloverCanyon', '@Versace', '@AdriannaPapell', '#sty', '…']	['other', 'other', 'other', 'lang2', 'other', 'lang2', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'lang1', 'other']	negative
1593	Q diferencia hace el q uno tenga la pasión por el trabajo q hace Vs el NO tenerla. Al menos es hasta el viernes...	['Q', 'diferencia', 'hace', 'el', 'q', 'uno', 'tenga', 'la', 'pasión', 'por', 'el', 'trabajo', 'q', 'hace', 'Vs', 'el', 'NO', 'tenerla', '.', 'Al', 'menos', 'es', 'hasta', 'el', 'viernes', '..', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	positive
1594	Estas dos son muy lerdas pero se les coge cariño. Y VAMOS A VER GREASE. EPIC SHIT. http://t.co/FJlo6PctY4	['Estas', 'dos', 'son', 'muy', 'lerdas', 'pero', 'se', 'les', 'coge', 'cariño', '.', 'Y', 'VAMOS', 'A', 'VER', 'GREASE', '.', 'EPIC', 'SHIT', '.', 'http://t.co/FJlo6PctY4']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'ne', 'other', 'lang1', 'lang1', 'other', 'other']	positive
1595	never put your time into the hands of the ungrateful. via @pinterest https://t.co/F2rbJdJgta	['never', 'put', 'your', 'time', 'into', 'the', 'hands', 'of', 'the', 'ungrateful', '.', 'via', '@pinterest', 'https://t.co/F2rbJdJgta']	['lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'other', 'lang2', 'other', 'other']	positive
1596	EH PERO MAÑANA DOMINGO DE SNUPCHUT EH?! Además tendremos un invitado bastante peludo, cuyo nombre empieza por E y termina por ME...	['EH', 'PERO', 'MAÑANA', 'DOMINGO', 'DE', 'SNUPCHUT', 'EH', '?!', 'Además', 'tendremos', 'un', 'invitado', 'bastante', 'peludo', ',', 'cuyo', 'nombre', 'empieza', 'por', 'E', 'y', 'termina', 'por', 'ME', '..', '.']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other']	negative
1597	"I just used Shazam to discover El Africano by Wilfrido Vargas. ""Mami q será lo q quiere el @NEGROPR76..."" https://t.co/mVx8fz6y5o"	"['I', 'just', 'used', 'Shazam', 'to', 'discover', 'El', 'Africano', 'by', 'Wilfrido', 'Vargas', '.', '""', 'Mami', 'q', 'será', 'lo', 'q', 'quiere', 'el', '@NEGROPR76', '..', '.', '""', 'https://t.co/mVx8fz6y5o']"	['lang1', 'lang1', 'lang1', 'ne', 'lang1', 'lang1', 'lang2', 'lang2', 'lang1', 'ne', 'ne', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other', 'other']	positive
1598	Decoración en casa #roses #pink #candals #love #happy #elhielo #laroca #miguerejo http://t.co/f7ywMY1wJ7	['Decoración', 'en', 'casa', '#roses', '#pink', '#candals', '#love', '#happy', '#elhielo', '#laroca', '#miguerejo', 'http://t.co/f7ywMY1wJ7']	['lang2', 'lang2', 'lang2', 'lang1', 'lang1', 'lang1', 'lang1', 'lang1', 'lang2', 'lang2', 'ne', 'other']	positive
1599	RT @Discoverymujer: Vamos chicas preparen sus preguntas que @AngieEstilo viene a darte todos su tips de moda a las 8PM http://t.co/sBKsB ...	['RT', '@Discoverymujer', ':', 'Vamos', 'chicas', 'preparen', 'sus', 'preguntas', 'que', '@AngieEstilo', 'viene', 'a', 'darte', 'todos', 'su', 'tips', 'de', 'moda', 'a', 'las', '8PM', 'http://t.co/sBKsB', '..', '.']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other', 'other']	positive
1600	Con un matress normal nunca pasaba na'. Mami lo cambia a uno el triple de alto y ya he estado a punto de caerme de la cama 5 veces 😒	"['Con', 'un', 'matress', 'normal', 'nunca', 'pasaba', 'na', ""'"", '.', 'Mami', 'lo', 'cambia', 'a', 'uno', 'el', 'triple', 'de', 'alto', 'y', 'ya', 'he', 'estado', 'a', 'punto', 'de', 'caerme', 'de', 'la', 'cama', '5', 'veces', '😒']"	['lang2', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'other']	negative
1601	RT @Noriel_Danger: Ya #LaLlamadaRemix Esta Ready 🔥🔥🔥🔥🎥💦 Hablenme @brytiago @almightycfm @bryantmyers_ @darkielgram Ustedes Me Dicen https:/…	['RT', '@Noriel_Danger', ':', 'Ya', '#LaLlamadaRemix', 'Esta', 'Ready', '🔥🔥🔥🔥🎥💦', 'Hablenme', '@brytiago', '@almightycfm', '@bryantmyers_', '@darkielgram', 'Ustedes', 'Me', 'Dicen', 'https', ':/', '…']	['other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'other', 'other', 'other', 'other', 'lang2', 'lang2', 'lang2', 'other', 'other', 'other']	negative
1602	Cuando te invitan a un party, no vas y ves un snap del party con la canción sk8ter boy de Avril Lavigne sabes q tomaste la decisión correcta	['Cuando', 'te', 'invitan', 'a', 'un', 'party', ',', 'no', 'vas', 'y', 'ves', 'un', 'snap', 'del', 'party', 'con', 'la', 'canción', 'sk8ter', 'boy', 'de', 'Avril', 'Lavigne', 'sabes', 'q', 'tomaste', 'la', 'decisión', 'correcta']	['lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'lang2', 'lang1', 'lang2', 'lang2', 'lang2', 'other', 'lang1', 'lang2', 'ne', 'ne', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2']	negative
1603	@KevinLoQueSeaa paseando la muffin y llevándola al vet porque no mea. Comiéndote al perro preguntándote por qué hay huesos en la muffin... 😂	['@KevinLoQueSeaa', 'paseando', 'la', 'muffin', 'y', 'llevándola', 'al', 'vet', 'porque', 'no', 'mea', '.', 'Comiéndote', 'al', 'perro', 'preguntándote', 'por', 'qué', 'hay', 'huesos', 'en', 'la', 'muffin', '..', '.', '😂']	['other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'other', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang2', 'lang1', 'other', 'other', 'other']	positive
